Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
14040	-564.9951	-590.317	25.32192	0.992514	0.0550131	0.218924	0.134872	0.20753	0.0478556	0.304342	0.620212	0.16744	0.200307	0.136017	0.0320806	0.0496925	0.0781198	0.0129884	0.0563682	0.185078	0.02319	0.107017	0.108844	0.136396	0.0491489	0.00650646	0.0242157	0.114466	0.0339565	0.0617822	0.943266	0.496634	0.720381	1.2056	0.436429	0.667398	0.881478	1.13446	1.49836	2.29133	0.5995185	0.4393589	0.177084	0.00981539	0.0390603	0.0240638	0.0370273	0.00853835	0.0543005	0.110658	0.0298745	0.0357386	0.024268	0.00572379	0.0088661	0.0139381	0.00231737	0.0100572	0.0330214	0.00413755	0.0190939	0.0194199	0.0243357	0.0087691	0.00116088	0.00432054	0.020423	0.00605849	0.0110231	0.168297	0.088609	5.604777
14076	-571.446	-598.2203	26.77425	0.487125	0.0379018	0.165281	0.137769	0.216717	0.168983	0.165219	0.218336	0.0180217	0.344624	0.0956201	0.0658899	0.078498	0.0539702	0.0495868	0.139432	1.02232	0.134461	0.0431376	0.15077	0.107892	0.205347	0.066023	0.441014	0.0126564	0.367133	0.0971634	0.0367122	0.0478103	0.532061	1.34407	0.72542	0.855085	0.952331	1.05005	1.16947	1.37851	0.2321087	0.2910717	0.0941228	0.00732343	0.0319358	0.0266199	0.0418744	0.032651	0.0319237	0.042187	0.00348217	0.0665887	0.0184758	0.0127313	0.0151675	0.0104282	0.00958121	0.0269413	0.197535	0.0259807	0.0083351	0.0291319	0.020847	0.0396774	0.012757	0.0852132	0.00244548	0.0709378	0.018774	0.00709358	0.00923796	5.175417
14112	-571.0412	-598.9654	27.9242	0.479565	0.149031	0.0548069	0.232559	0.303715	0.220269	0.301079	0.0773555	0.213984	0.220848	0.096867	0.0215546	0.0328946	0.114073	0.076526	0.0101645	0.0771055	0.337222	0.04844	0.0453665	0.0093266	0.0370951	0.0511701	0.0928102	0.33915	0.297723	0.146172	0.103846	0.106636	0.599414	1.29455	0.473271	0.694305	0.892415	1.12056	1.44029	2.11295	0.5409179	0.3404629	0.111595	0.0346796	0.0127536	0.0541168	0.0706748	0.051257	0.0700615	0.0180007	0.0497944	0.0513915	0.0225411	0.00501577	0.00765462	0.0265449	0.0178077	0.00236528	0.0179425	0.0784719	0.011272	0.0105568	0.00217031	0.00863208	0.0119074	0.021597	0.0789207	0.0692806	0.0340145	0.0241651	0.0248143	4.297355
14148	-573.5605	-599.9795	26.41899	1.27592	0.0472313	0.344713	0.0251467	0.172336	0.395731	0.334066	0.249458	0.214014	0.157233	0.258597	0.0382455	0.0422729	0.151801	0.0785099	0.0238323	0.0505384	0.000678171	0.0570261	0.00506617	0.013809	0.0276135	0.0598758	0.115104	0.268914	0.2016	0.116679	0.560026	0.0655642	0.608093	1.28817	0.820708	0.908133	0.970384	1.03052	1.10116	1.21846	0.1428696	0.3471036	0.238419	0.00882564	0.0644131	0.00469891	0.0322027	0.0739462	0.0624235	0.0466137	0.0399906	0.0293805	0.0483214	0.00714656	0.00789911	0.0283656	0.0146703	0.00445329	0.00944359	0.000126723	0.0106559	0.000946663	0.00258035	0.00515986	0.0111884	0.0215083	0.0502492	0.0376709	0.0218026	0.104646	0.0122513	5.351604
14184	-568.041	-597.7574	29.71637	0.361591	0.126255	0.100727	0.0439214	0.056941	0.127002	0.162513	0.274177	0.123362	0.126316	0.0834729	0.00110184	0.0290255	0.120589	0.0204528	0.00144293	0.125427	0.300775	0.0581095	0.281984	0.0312923	0.00924086	0.0586006	0.0202857	0.192839	0.0216038	0.142451	0.000608999	0.109811	0.24253	1.55696	0.135649	0.377466	0.737893	1.35521	2.64925	7.37196	1.444463	0.1145376	0.116195	0.0405713	0.0323681	0.0141139	0.0182977	0.0408114	0.0522228	0.0881055	0.0396419	0.0405911	0.0268236	0.000354071	0.00932721	0.0387507	0.00657239	0.000463678	0.0403054	0.0966527	0.0186732	0.0906142	0.0100556	0.00296951	0.018831	0.00651871	0.0619679	0.00694227	0.0457758	0.000195699	0.0352871	3.11192
14220	-574.0285	-604.2203	30.19179	0.208473	0.0461738	0.112417	0.121745	0.170507	0.185524	0.209031	0.281936	0.137415	0.133895	0.125413	0.0404305	0.0249366	0.0318206	0.0284246	0.00317888	0.0485611	0.304145	0.055745	0.304676	0.0678077	0.0322051	0.0451914	0.0425694	0.0756231	0.0414019	0.110191	0.00101943	0.0117463	0.429884	1.4192	0.334182	0.58593	0.846393	1.18148	1.70669	2.99238	0.7925328	0.2227244	0.0694402	0.01538	0.0374449	0.0405518	0.0567939	0.0617958	0.0696259	0.0939097	0.0457713	0.0445991	0.0417735	0.013467	0.0083061	0.0105991	0.00946791	0.00105885	0.0161752	0.101307	0.018568	0.101484	0.022586	0.0107272	0.0150528	0.0141794	0.0251892	0.0137905	0.0367035	0.000339562	0.00391254	3.002203
14256	-574.6696	-601.8475	27.17799	0.713922	0.0993827	0.109417	0.0435537	0.0759642	0.275651	0.534155	0.213614	0.128049	0.190167	0.133215	0.0532952	0.0339963	0.0703381	0.0678432	0.000592295	0.016135	0.444735	0.041007	0.296358	0.0066379	0.138289	0.202055	0.0334014	0.146516	0.140454	0.119909	0.00815443	0.0299189	0.531546	1.34445	0.17107	0.422685	0.764406	1.30821	2.36583	5.84557	1.276711	0.2907079	0.163491	0.0227591	0.0250571	0.009974	0.0173961	0.0631254	0.122324	0.0489186	0.0293237	0.043549	0.0305067	0.0122048	0.00778532	0.0161078	0.0155364	0.000135638	0.00369499	0.101846	0.00939079	0.0678673	0.00152011	0.0316688	0.0462715	0.00764907	0.0335528	0.0321646	0.0274596	0.0018674	0.00685156	4.366726
14292	-572.3847	-603.4806	31.09596	0.449272	0.0688102	0.0357805	0.0113307	0.0312753	0.105926	0.103468	0.0803466	0.158393	0.0603608	0.0457704	0.0413126	0.00810239	0.00497927	0.0277342	0.00696031	0.0243133	0.292302	0.0192533	0.108337	0.0431961	0.0361862	0.066115	0.00415336	0.124293	0.0350785	0.0592398	0.000734715	0.00122338	0.29615	1.51754	0.101349	0.327442	0.70588	1.41667	3.05397	9.86694	1.655242	0.1434941	0.218704	0.0334965	0.0174178	0.00551574	0.0152247	0.0515644	0.0503679	0.0391124	0.0771053	0.0293834	0.0222808	0.0201108	0.00394421	0.00242389	0.0135009	0.00338825	0.0118356	0.142291	0.00937241	0.0527382	0.0210277	0.0176153	0.0321845	0.00202184	0.0605052	0.0170761	0.0288377	0.000357656	0.000595534	2.054248
14328	-571.6064	-598.5197	26.91327	0.325454	0.246994	0.0692615	0.00719618	0.245118	0.393542	0.259793	0.194169	0.376825	0.115319	0.272521	0.010117	0.0515105	0.0404135	0.0480757	0.0245405	0.0419646	0.221514	0.0333395	0.255477	0.0130344	0.0018945	0.412807	0.152373	0.172812	0.0929346	0.18023	0.0720762	0.247972	0.885056	1.08452	0.437755	0.668386	0.881885	1.13394	1.49614	2.28438	0.5973238	0.6000612	0.0710709	0.0539373	0.015125	0.00157147	0.0535276	0.0859398	0.0567324	0.0424017	0.0822891	0.0251827	0.0595118	0.0022093	0.0112486	0.0088253	0.0104985	0.00535902	0.00916401	0.0483731	0.00728051	0.0557898	0.00284638	0.000413711	0.0901468	0.0332744	0.0377379	0.0202946	0.0393576	0.0157396	0.0541509	4.579279
14364	-558.3563	-587.0536	28.69723	0.476859	0.0798691	0.0967569	0.043894	0.120597	0.154576	0.26436	0.196313	0.306425	0.168215	0.15135	0.0778339	0.0368411	0.0521534	0.0620248	0.0149673	0.0933903	0.621236	0.0228071	0.108449	0.0565204	0.0351464	0.161671	0.0446434	0.0186852	0.170535	0.0252396	0.0318867	0.201371	0.532469	1.34377	0.444838	0.673639	0.884041	1.13117	1.48447	2.24801	0.5857182	0.2913597	0.122441	0.0205076	0.0248438	0.0112704	0.0309651	0.0396896	0.0678782	0.0504062	0.078679	0.0431918	0.0388614	0.019985	0.00945949	0.0133912	0.0159258	0.00384307	0.0239793	0.159511	0.00585605	0.0278459	0.0145124	0.00902434	0.0415113	0.0114629	0.00479769	0.0437874	0.00648063	0.00818737	0.0517051	3.894617
14400	-564.058	-592.8451	28.78712	0.270646	0.0219222	0.187526	0.0606036	0.15465	0.0250567	0.188901	0.125586	0.333303	0.0628114	0.355412	0.0187081	0.0720331	0.0437693	0.0619439	0.0112605	0.0754843	0.172006	0.00901337	0.136744	0.457755	0.208958	0.115728	0.164342	0.0574596	0.0294607	0.479213	0.0245228	0.0445069	0.363738	1.46784	0.399989	0.639614	0.869861	1.14961	1.56344	2.50007	0.6625616	0.1822094	0.0681844	0.00552291	0.0472438	0.015268	0.0389614	0.0063126	0.0475903	0.0316392	0.0839696	0.0158242	0.0895396	0.00471316	0.0181474	0.0110269	0.0156056	0.00283687	0.0190169	0.0433337	0.00227076	0.0344501	0.115323	0.0526432	0.0291555	0.0414029	0.0144759	0.0074221	0.120729	0.00617809	0.0112127	3.969326
14436	-566.8726	-595.6462	28.77358	0.150153	0.0809372	0.0389872	0.109629	0.128346	0.0967334	0.102196	0.155081	0.249344	0.270591	0.0942143	0.0131933	0.0402693	0.0256665	0.0793697	0.0169691	0.00091105	0.511509	0.072763	0.220334	0.374961	0.119279	0.00761318	0.0635308	0.0255519	0.150143	0.19653	0.0277892	0.0219486	0.748081	1.18523	0.273428	0.531309	0.820944	1.21811	1.88214	3.65727	0.9376149	0.4640932	0.0435914	0.0234972	0.0113185	0.031827	0.0372606	0.0280831	0.029669	0.0450223	0.072388	0.0785565	0.0273517	0.00383021	0.0116907	0.00745135	0.0230421	0.00492638	0.000264491	0.148498	0.0211241	0.0639662	0.108857	0.0346283	0.00221021	0.0184439	0.00741807	0.0435885	0.0570555	0.00806759	0.006372	3.444544
14472	-561.9954	-591.5386	29.54317	0.183713	0.0940056	0.0918222	0.0677001	0.0987774	0.0985452	0.0591477	0.359281	0.328828	0.0994845	0.0733677	0.0168793	0.0223125	0.0730198	0.0330087	0.0101605	0.0374868	0.253609	0.0323046	0.171744	0.351784	0.13036	0.0166688	0.0395087	0.0631597	0.0998955	0.0240863	0.00310165	0.0742129	0.732312	1.19683	0.276091	0.533826	0.822155	1.21632	1.87327	3.62199	0.9306067	0.449909	0.0610752	0.0312521	0.0305262	0.0225068	0.0328385	0.0327613	0.0196636	0.119443	0.109319	0.0330736	0.0243911	0.0056115	0.00741777	0.0242754	0.0109737	0.00337786	0.0124625	0.0843121	0.0107396	0.0570963	0.11695	0.0433382	0.00554153	0.0131346	0.0209974	0.0332102	0.00800748	0.00103114	0.024672	3.007976
14508	-569.8334	-598.9926	29.15919	0.240063	0.0695968	0.085779	0.0774205	0.155461	0.207755	0.344334	0.440645	0.329082	0.0333994	0.0942001	0.00643408	0.0141688	0.115951	0.0372302	0.10384	0.00179955	0.41303	0.0618583	0.0250025	0.131539	0.144715	0.0389815	0.0238667	0.0282459	0.12839	0.0020426	0.0186049	0.0716895	0.733018	1.19631	0.451569	0.678591	0.886063	1.12859	1.47364	2.2145	0.5748592	0.4505389	0.0696818	0.0202015	0.0248987	0.0224725	0.0451249	0.060304	0.0999481	0.127904	0.0955209	0.00969468	0.027343	0.00186759	0.00411272	0.0336565	0.0108066	0.0301411	0.000522348	0.119888	0.0179553	0.00725736	0.0381812	0.0420057	0.011315	0.00692768	0.00819881	0.0372673	0.000592894	0.00540036	0.020809	3.445124
14544	-562.8584	-590.372	27.51365	0.575547	0.137502	0.146604	0.0472948	0.145516	0.225662	0.188084	0.307386	0.360853	0.116416	0.159005	0.0201549	0.0528535	0.0558409	0.0615638	0.00669361	0.0789928	0.0633675	0.243569	0.176923	0.21465	0.213475	0.0570878	0.383405	0.0234511	0.0626236	0.328126	0.0123156	0.0102072	0.787599	1.15618	0.628619	0.797394	0.931802	1.07319	1.25408	1.59079	0.3356702	0.5008891	0.128609	0.0307254	0.0327594	0.0105683	0.0325162	0.0504253	0.0420284	0.0686871	0.0806344	0.0260138	0.0355306	0.00450372	0.0118104	0.0124779	0.0137568	0.00149572	0.0176514	0.0141598	0.0544268	0.0395344	0.0479647	0.0477022	0.0127566	0.0856739	0.00524026	0.0139936	0.0733214	0.00275198	0.00228085	4.475169
14580	-565.1765	-594.9907	29.81417	0.625678	0.0101505	0.124183	0.138217	0.0797276	0.0434837	0.105633	0.16907	0.363622	0.0981378	0.0690402	0.0322228	0.0298552	0.0922093	0.0193218	9.39956e-05	0.0233279	0.0233971	0.0352591	0.0453163	0.0886832	0.196054	0.133963	0.00906931	0.0152866	0.137122	0.33943	0.000577361	0.171208	0.266811	1.53911	0.21385	0.471294	0.790812	1.26452	2.12182	4.67618	1.11532	0.1274662	0.19435	0.00315296	0.0385742	0.0429332	0.0247652	0.013507	0.032812	0.0525169	0.112949	0.0304838	0.0214454	0.0100091	0.0092737	0.0286423	0.00600179	2.91972e-05	0.00724619	0.00726767	0.0109523	0.0140763	0.027547	0.0608988	0.041612	0.00281714	0.00474835	0.0425932	0.105435	0.000179341	0.053181	3.219339
14616	-562.332	-590.1535	27.82148	0.684346	0.0319733	0.226847	0.098708	0.111215	0.0828657	0.0477415	0.127845	0.171834	0.257972	0.128252	0.0191072	0.0570118	0.0394941	0.0310152	0.000437903	0.0648816	0.0651976	0.0437597	0.12017	0.357704	0.679472	0.143586	0.0815046	0.0526348	0.29908	0.0429506	0.0100643	0.388102	0.433638	1.41644	0.420655	0.655522	0.876554	1.14083	1.5255	2.37725	0.6261367	0.225107	0.153243	0.00715963	0.0507969	0.0221032	0.0249038	0.0185557	0.0106905	0.0286277	0.038478	0.0577665	0.0287188	0.00427859	0.0127664	0.00884373	0.0069451	9.80577e-05	0.0145286	0.0145994	0.00979891	0.0269091	0.080099	0.152151	0.0321526	0.018251	0.0117863	0.0669715	0.00961774	0.00225366	0.0869059	4.465773
14652	-567.4271	-593.5323	26.10514	0.527419	0.12191	0.188385	0.123477	0.30977	0.0554391	0.0493944	0.431243	0.128054	0.036868	0.103658	0.0105733	0.0218339	0.138129	0.0130125	0.0842174	0.414319	0.207732	0.0417415	0.00783307	0.0850905	0.554056	0.218025	0.0858203	0.230797	0.570402	0.227369	0.08662	0.0511799	0.71128	1.21229	0.378775	0.622839	0.862679	1.15918	1.60555	2.64009	0.701964	0.4314136	0.102924	0.0237902	0.0367625	0.024096	0.0604504	0.0108187	0.00963912	0.0841553	0.0249892	0.00719464	0.0202285	0.00206334	0.00426079	0.0269554	0.00253935	0.0164347	0.0808527	0.0405381	0.00814569	0.00152859	0.0166051	0.108122	0.0425468	0.0167475	0.0450391	0.111312	0.0443702	0.0169036	0.00998755	5.124369
14688	-564.5409	-592.6698	28.12889	0.250784	0.0375422	0.176269	0.0685492	0.143227	0.0194363	0.132452	0.567837	0.418912	0.0368782	0.212724	0.0080983	0.051552	0.0267847	0.00880318	0.0194935	0.0018193	0.0627707	0.0201435	0.239413	0.119497	0.337447	0.147908	0.192806	0.0331396	0.0038592	0.439189	0.00784604	0.107356	0.667056	1.24481	0.27347	0.531348	0.820963	1.21808	1.882	3.65671	0.9375047	0.3940211	0.0644269	0.00964466	0.0452838	0.0176104	0.0367954	0.00499321	0.0340273	0.145878	0.107619	0.00947407	0.0546493	0.00208047	0.0132438	0.00688104	0.00226155	0.00500792	0.000467382	0.0161259	0.00517491	0.0615056	0.0306991	0.0866907	0.0379979	0.0495321	0.00851362	0.000991434	0.112829	0.00201566	0.0275799	3.892539
14724	-564.8542	-594.4875	29.63326	0.439666	0.0408944	0.0301456	0.139783	0.0871745	0.0228545	0.164601	0.246893	0.280447	0.00734607	0.100013	0.00308636	0.0220919	0.103463	0.00578683	0.0221459	0.0299247	0.030794	0.0526975	0.0630364	0.100728	0.419204	0.149329	0.104536	0.0390992	0.162581	0.123076	0.0108762	0.0914336	0.526724	1.348	0.24032	0.498895	0.804979	1.24227	2.00443	4.16112	1.030941	0.2873132	0.142116	0.0132186	0.00974418	0.045183	0.028178	0.00738743	0.0532052	0.0798049	0.0906509	0.00237452	0.0323279	0.000997625	0.00714091	0.033443	0.00187052	0.00715838	0.00967277	0.00995377	0.0170338	0.0203757	0.0325589	0.135502	0.0482685	0.0337897	0.0126383	0.0525522	0.0397827	0.00351559	0.0295547	3.093706
14760	-559.5262	-591.2357	31.70945	0.221316	0.0677238	0.0879683	0.0142599	0.0424765	0.0626397	0.0914275	0.151865	0.155837	0.0474802	0.0328797	0.000885867	0.0107475	0.0214886	0.00962834	0.00540931	0.0267208	0.038194	0.0228749	0.0438789	0.00776502	0.0423281	0.00790179	0.00683137	0.063563	0.0466743	0.00478801	0.129392	0.0105558	0.544934	1.33461	0.140262	0.383672	0.741657	1.34833	2.60639	7.12952	1.420284	0.3002279	0.149993	0.0458988	0.0596192	0.00966448	0.0287879	0.0424532	0.0619637	0.102924	0.105616	0.032179	0.0222838	0.000600384	0.00728395	0.0145636	0.00652547	0.00366608	0.0181096	0.0258854	0.0155031	0.0297383	0.00526263	0.0286873	0.00535533	0.00462986	0.0430789	0.0316329	0.003245	0.0876939	0.00715407	1.475501
14796	-568.0262	-595.2035	27.17729	0.704429	0.0815885	0.156704	0.0488366	0.182945	0.28938	0.133679	0.305547	0.143965	0.0843269	0.28711	0.00478827	0.0177968	0.0924708	0.0338918	0.0423252	0.0631489	0.18314	0.0325988	0.358536	0.0595872	0.162232	0.16338	0.0326239	0.308375	0.163968	0.335052	0.371765	0.00664765	0.445686	1.40758	0.459905	0.684671	0.888533	1.12545	1.46055	2.17436	0.5616338	0.2328176	0.145218	0.0168195	0.0323045	0.0100677	0.0377141	0.0596556	0.0275579	0.0629884	0.0296785	0.017384	0.0591876	0.000987101	0.00366881	0.0190629	0.0069868	0.00872533	0.0130181	0.0377543	0.00672023	0.0739122	0.0122839	0.0334442	0.0336807	0.00672541	0.0635715	0.0338021	0.0690709	0.0766394	0.00137041	4.850838
14832	-562.8681	-590.3747	27.5066	0.405771	0.0324484	0.107219	0.00829454	0.297759	0.238815	0.233325	0.198954	0.398715	0.0965382	0.133734	0.00932787	0.100057	0.0635877	0.0204223	0.0108236	0.1504	0.0214731	0.091224	0.268178	0.0812739	0.141341	0.603136	0.0453686	0.156141	0.219723	0.017081	0.354564	0.0127131	0.521974	1.35149	0.382451	0.62578	0.863947	1.15748	1.59801	2.61471	0.6949803	0.2839865	0.089804	0.00718139	0.0237294	0.00183572	0.0658992	0.0528538	0.0516388	0.0440318	0.0882424	0.0213655	0.0295975	0.00206442	0.0221443	0.014073	0.00451979	0.00239544	0.0332861	0.00475235	0.0201894	0.0593522	0.0179873	0.0312812	0.133484	0.0100408	0.0345567	0.0486284	0.00378031	0.078471	0.00281363	4.518409
14868	-566.5621	-595.812	29.24983	0.517158	0.0349907	0.193533	0.128744	0.114339	0.223596	0.324147	0.128312	0.262489	0.071011	0.132808	0.0204881	0.0470025	0.0325411	0.146994	0.0175459	0.140559	0.0816503	0.253186	0.0114401	0.0778015	0.482261	0.00365049	0.0205135	0.0185195	0.0827108	0.0856811	0.0447086	0.0359769	0.563649	1.32085	0.698289	0.839335	0.946824	1.05616	1.19142	1.43207	0.2596702	0.3137747	0.138486	0.00936994	0.0518249	0.0344756	0.0306181	0.0598753	0.0868012	0.0343599	0.0702902	0.0190156	0.0355639	0.00548639	0.0125865	0.00871397	0.0393626	0.00469852	0.0376394	0.0218646	0.0677992	0.00306346	0.020834	0.129142	0.00097754	0.00549319	0.00495921	0.0221486	0.022944	0.0119722	0.00963403	3.734358
14904	-563.9116	-593.5432	29.6315	0.215333	0.0633584	0.07606	0.13591	0.0932314	0.161775	0.191916	0.15211	0.234333	0.172634	0.104997	0.00218532	0.031297	0.0634878	0.0243981	0.0415602	0.232486	0.0371337	0.365472	0.00775716	0.12897	0.298255	0.00278808	0.043998	0.0342165	0.0847962	0.0635722	0.0125384	0.0483693	0.637311	1.26668	0.331523	0.583651	0.845365	1.18292	1.71335	3.01638	0.7983097	0.3699515	0.068908	0.0202751	0.0243397	0.0434919	0.0298346	0.0517691	0.0614144	0.0486762	0.0749879	0.0552439	0.0335996	0.000699316	0.0100152	0.0203165	0.00780755	0.0132995	0.074397	0.011883	0.116953	0.00248234	0.0412711	0.0954435	0.000892203	0.0140796	0.0109495	0.0271353	0.0203435	0.00401238	0.0154785	3.124939
14940	-570.8653	-602.0158	31.15049	0.333423	0.0415664	0.0753345	0.0326817	0.0721496	0.136604	0.0269612	0.0941698	0.14795	0.171676	0.049169	0.0220821	0.0183112	0.0213399	0.00258214	0.00841612	0.0206795	0.0244996	0.0344984	0.0244849	0.0312297	0.271715	0.021945	0.0353511	0.00875255	0.0424346	0.0158394	0.00587564	0.0131866	0.598433	1.29527	0.137697	0.380234	0.739577	1.35212	2.62996	7.26233	1.43363	0.3397159	0.184731	0.0230297	0.0417387	0.0181071	0.0399741	0.0756847	0.0149377	0.0521743	0.0819709	0.0951165	0.0272418	0.0122345	0.0101453	0.0118233	0.00143062	0.00466291	0.0114573	0.0135738	0.0191137	0.0135657	0.0173027	0.150542	0.0121585	0.0195861	0.0048493	0.0235107	0.00877574	0.00325537	0.00730597	1.804909
14976	-564.5994	-592.871	28.2716	0.71724	0.0768082	0.136774	0.0869839	0.0892204	0.0873666	0.359257	0.19059	0.403086	0.0236244	0.104643	0.0192387	0.0264388	0.0305606	0.0785971	0.00797732	0.0145946	0.214525	0.0265611	0.0917773	0.0129379	0.141832	0.305284	0.0154434	0.0078845	0.0702824	0.282717	0.0105889	0.254699	0.362683	1.46862	0.160503	0.409744	0.757026	1.32096	2.44055	6.2304	1.322811	0.1815849	0.184497	0.0197576	0.0351827	0.0223751	0.0229504	0.0224735	0.0924126	0.0490259	0.103687	0.00607696	0.0269175	0.00494883	0.00680091	0.00786117	0.0202177	0.00205203	0.0037542	0.0551829	0.00683237	0.0236081	0.00332805	0.0364839	0.0785291	0.00397254	0.00202815	0.0180789	0.072724	0.00272381	0.0655168	3.887534
15012	-571.032	-601.5276	30.49557	0.540032	0.0191975	0.0681197	0.0483914	0.0655509	0.145744	0.349064	0.14041	0.21404	0.022251	0.115367	0.0307822	0.068298	0.0577051	0.0365905	0.0194199	0.0232919	0.123872	0.0404239	0.0540353	0.0683346	0.0424653	0.105139	0.054084	0.00554372	0.0184904	0.138415	0.0237828	0.138525	0.436148	1.4146	0.308876	0.563854	0.836313	1.19573	1.77351	3.23754	0.8494715	0.2267055	0.19444	0.00691212	0.0245267	0.0174235	0.0236018	0.0524755	0.125682	0.0505551	0.077066	0.00801156	0.0415382	0.0110832	0.0245909	0.0207769	0.0131745	0.00699219	0.00838633	0.0446005	0.0145548	0.0194556	0.0246041	0.0152898	0.0378556	0.0194731	0.00199604	0.00665752	0.0498369	0.00856306	0.0498763	2.777366
15048	-563.0087	-593.0126	30.00392	0.43623	0.00152632	0.208796	0.0445889	0.0618075	0.13855	0.0821401	0.124661	0.292933	0.188043	0.0931734	0.0717443	0.0366165	0.022958	0.033567	0.00503658	0.0408607	0.0903261	0.0167079	0.00389059	0.295261	0.00229351	0.109814	0.105479	0.0233334	0.0558074	0.133287	0.0132752	0.309073	0.355103	1.47419	0.233786	0.492234	0.80161	1.24749	2.03156	4.27741	1.050871	0.177118	0.143413	0.000501784	0.0686426	0.0146588	0.0203195	0.045549	0.027004	0.0409829	0.0963031	0.06182	0.0306312	0.0235863	0.0120379	0.00754757	0.0110353	0.0016558	0.0134332	0.0296951	0.0054928	0.00127905	0.0970686	0.000754002	0.036102	0.0346766	0.00767096	0.018347	0.0438188	0.00436428	0.101609	3.04178
15084	-572.0341	-599.7897	27.75561	0.73303	0.00959373	0.165715	0.0424199	0.105362	0.463928	0.359738	0.268145	0.454097	0.17511	0.198279	0.0448399	0.0176611	0.0624203	0.0435666	0.0259866	0.0222251	0.110822	0.111967	0.0892385	0.0920804	0.0735818	0.00710516	0.00594268	0.0947305	0.0875174	0.0315928	0.801445	0.0350479	0.534229	1.34248	0.943247	0.971907	0.991149	1.00893	1.0289	1.06017	0.04224668	0.2926049	0.15487	0.00202691	0.0350114	0.00896223	0.0222602	0.098016	0.0760033	0.056652	0.0959388	0.0369962	0.0418913	0.00947351	0.00373133	0.0131878	0.0092045	0.00549029	0.00469558	0.0234139	0.0236557	0.0188538	0.0194542	0.0155459	0.00150114	0.00125553	0.0200141	0.0184902	0.00667475	0.169325	0.00740472	4.733189
15120	-564.5691	-596.4692	31.90013	0.0686858	0.0461787	0.114217	0.0288592	0.0783789	0.0683918	0.0371659	0.123483	0.0937619	0.0574321	0.0219287	0.00349201	0.0172245	0.0290229	0.02087	0.00201699	0.0272052	0.0320369	0.00833032	0.00305177	0.132585	0.00671465	0.0386743	0.0912694	0.0104553	0.005857	0.0515519	0.0196569	0.277199	0.388942	1.44931	0.135078	0.37669	0.73742	1.35608	2.6547	7.40314	1.447514	0.1973267	0.0453163	0.030467	0.0753559	0.0190402	0.0517115	0.0451224	0.0245207	0.0814693	0.0618606	0.0378916	0.0144677	0.0023039	0.0113641	0.0191482	0.0137693	0.00133073	0.017949	0.0211367	0.00549604	0.00201345	0.0874747	0.00443008	0.0255158	0.0602162	0.00689805	0.00386423	0.034012	0.0129689	0.182885	1.515696
15156	-562.8159	-591.8466	29.03067	0.167803	0.00466974	0.17724	0.1169	0.147599	0.128477	0.16157	0.108994	0.16212	0.198973	0.165734	0.0127785	0.0373335	0.059099	0.0882513	0.00740667	0.314394	0.0296226	0.0495853	0.0975232	0.251887	0.00604374	0.0611872	0.145463	0.0111861	0.0355271	0.191826	0.0669597	0.669187	0.500487	1.36729	0.386727	0.629182	0.86541	1.15552	1.58937	2.58581	0.6869422	0.2691494	0.0456564	0.00127056	0.048224	0.0318067	0.0401593	0.0349564	0.0439606	0.0296555	0.0441102	0.0541373	0.0450935	0.00347681	0.0101578	0.0160799	0.0240117	0.00201523	0.0855415	0.00805983	0.0134913	0.0265345	0.0685343	0.0016444	0.016648	0.0395782	0.00304356	0.00966635	0.0521926	0.0182186	0.182075	3.67534
